chr	strand	start	end	name	commonName
14	+	24017	27289	YNL327W	EGT2
14	+	31889	33297	YNL323W	LEM3
14	+	34673	37545	YNL321W	VNX1
14	+	40609	42121	YNL317W	PFS2
14	+	44417	45321	YNL314W	DAL82
14	+	48257	49385	YNL312W	RFA2
14	+	52609	54049	YNL309W	STB1
14	+	58121	58881	YNL306W	MRPS18
14	+	60257	61634	YNL304W, YNL303W	YPT11, YNL303W
14	+	65642	66290	YNL300W	YNL300W
14	+	66434	68499	YNL299W	TRF5
14	+	68723	71507	YNL298W	CLA4
14	+	76787	78395	YNL295W	YNL295W
14	+	80579	82619	YNL293W	MSB3
14	+	82787	84075	YNL292W	PUS4
14	+	86203	87323	YNL290W	RFC3
14	+	87827	88875	YNL289W	PCL1
14	+	90171	91563	YNL288W	CAF40
14	+	91803	94963	YNL287W	SEC21
14	+	95099	96163	YNL286W	CUS2
14	+	107643	108427	YNL282W	POP3
14	+	108427	109107	YNL281W	HCH1
14	+	113163	116531	YNL278W	CAF120
14	+	116683	117107	YNL277W-A	YNL277W-A
14	+	117251	118891	YNL277W	MET2
14	+	119075	121043	YNL275W	BOR1
14	+	122843	126651	YNL273W	TOF1
14	+	138179	140571	YNL268W	LYP1
14	+	140771	144243	YNL267W	PIK1
14	+	148195	154915	YNL262W	POL2
14	+	154915	156843	YNL261W	ORC5
14	+	164571	167155	YNL256W	FOL1
14	+	169987	171371	YNL253W	TEX1
14	+	175387	179371	YNL250W	RAD50
14	+	182843	185323	YNL247W	YNL247W
14	+	185435	186595	YNL246W	VPS75
14	+	188003	190963	YNL243W	SLA2
14	+	191187	196115	YNL242W	ATG2
14	+	200411	202019	YNL239W	LAP3
14	+	202171	204867	YNL238W	KEX2
14	+	205139	206739	YNL237W	YTP1
14	+	206891	209851	YNL236W	SIN4
14	+	210179	211547	YNL234W	YNL234W
14	+	211755	214675	YNL233W	BNI4
14	+	214883	215963	YNL232W	CSL4
14	+	227371	228811	YNL223W	ATG4
14	+	229059	229867	YNL222W	SSU72
14	+	234323	235803	YNL220W	ADE12
14	+	238011	240299	YNL218W	MGS1
14	+	240299	241339	YNL217W	YNL217W
14	+	241587	244259	YNL216W	RAP1
14	+	244363	245443	YNL215W	IES2
14	+	245611	246379	YNL214W	PEX17
14	+	247403	249899	YNL212W	VID27
14	+	252003	254019	YNL209W	SSB2
14	+	254267	255107	YNL208W	YNL208W
14	+	255227	256763	YNL207W	RIO2
14	+	259547	260387	YNL202W	SPS19
14	+	274363	276035	YNL193W	YNL193W
14	+	276355	279963	YNL192W	CHS1
14	+	280371	281595	YNL191W	DUG3
14	+	282123	283603	YNL190W	YNL190W
14	+	284059	285867	YNL189W	SRP1
14	+	286251	287547	YNL188W	KAR1
14	+	287795	289315	YNL187W	YNL187W
14	+	289315	292147	YNL186W	UBP10
14	+	298251	299635	YNL181W	YNL181W
14	+	302651	303531	YNL178W	RPS3
14	+	323747	325163	YNL165W	YNL165W
14	+	330307	330899	YNL162W-A	YNL162W-A
14	+	331291	332251	YNL162W	RPL42A
14	+	332419	335235	YNL161W	CBK1
14	+	336499	337787	YNL160W	YGP1
14	+	339563	340291	YNL158W	PGA1
14	+	340291	340915	YNL157W	IGO1
14	+	342379	343467	YNL155W	YNL155W
14	+	346307	347555	YNL152W	YNL152W
14	+	350835	351427	YNL147W	LSM7
14	+	351587	352283	YNL146W	YNL146W
14	+	352387	352563	YNL145W	MFA2
14	+	357179	358971	YNL142W	MEP2
14	+	359563	360699	YNL141W	AAH1
14	+	366003	366547	YNL138W-A	YSF3
14	+	366715	368483	YNL138W	SRV2
14	+	370347	371651	YNL136W	EAF7
14	+	375243	378515	YNL132W	KRE33
14	+	378707	379475	YNL131W	TOM22
14	+	381339	382331	YNL129W	NRK1
14	+	383899	387043	YNL127W	FAR11
14	+	387131	389819	YNL126W	SPC98
14	+	392867	394443	YNL124W	NAF1
14	+	394651	397683	YNL123W	NMA111
14	+	401011	402611	YNL119W	NCS2
14	+	406307	408091	YNL117W	MLS1
14	+	408291	410019	YNL116W	DMA2
14	+	412723	413339	YNL113W	RPC19
14	+	413603	416419	YNL112W	DBP2
14	+	420067	420867	YNL107W	YAF9
14	+	427571	429803	YNL103W	MET4
14	+	430003	434555	YNL102W	POL1
14	+	434811	437331	YNL101W	AVT4
14	+	437571	438379	YNL100W	YNL100W
14	+	447347	449523	YNL094W	APP1
14	+	449739	450827	YNL093W	YPT53
14	+	450827	452275	YNL092W	YNL092W
14	+	452275	456203	YNL091W	NST1
14	+	456403	457499	YNL090W	RHO2
14	+	457635	462179	YNL088W	TOP2
14	+	462283	466051	YNL087W	TCB2
14	+	466243	466755	YNL086W	YNL086W
14	+	466875	469947	YNL085W	MKT1
14	+	471363	473155	YNL083W	SAL1
14	+	473339	476091	YNL082W	PMS1
14	+	479507	481107	YNL078W	NIS1
14	+	481267	482939	YNL077W	APJ1
14	+	483299	485331	YNL076W	MKS1
14	+	485523	486595	YNL075W	IMP4
14	+	488379	490187	YNL073W	MSK1
14	+	490291	491307	YNL072W	RNH201
14	+	491483	493107	YNL071W	LAT1
14	+	493291	493627	YNL070W	TOM7
14	+	499635	500555	YNL067W	RPL9B
14	+	500931	502987	YNL066W	SUN4
14	+	503603	505548	YNL065W	AQR1
14	+	507636	508692	YNL063W	MTQ1
14	+	510492	512556	YNL061W	NOP2
14	+	517148	518020	YNL056W	OCA2
14	+	526028	529644	YNL054W	VAC7
14	+	529828	531476	YNL053W	MSG5
14	+	531700	532364	YNL052W	COX5A
14	+	532644	533940	YNL051W	COG5
14	+	538156	539916	YNL048W	ALG11
14	+	542124	542940	YNL046W	YNL046W
14	+	542980	545028	YNL045W	YNL045W
14	+	545196	546012	YNL044W	YIP3
14	+	547940	549372	YNL042W	BOP3
14	+	552244	554908	YNL040W	YNL040W
14	+	555012	556836	YNL039W	BDP1
14	+	557012	557924	YNL038W	GPI15
14	+	559748	560612	YNL036W	NCE103
14	+	574379	575436	YNL032W	SIW14
14	+	576700	577212	YNL030W	HHF2
14	+	579444	581612	YNL027W	CRZ1
14	+	581900	583492	YNL026W	SAM50
14	+	593116	595403	YNL021W	HDA1
14	+	602804	604692	YNL016W	PUB1
14	+	605316	605780	YNL015W	PBI2
14	+	606140	609436	YNL014W	HEF3
14	+	610292	611820	YNL012W	SPO1
14	+	613580	614500	YNL010W	YNL010W
14	+	614748	616852	YNL009W	IDP3
14	+	620028	621340	YNL006W	LST8
14	+	622876	624708	YNL004W	HRB1
14	+	627404	628668	YNL001W	DOM34
14	+	635484	636756	YNR004W	YNR004W
14	+	636956	638908	YNR006W	VPS27
14	+	640348	642476	YNR008W	LRO1
14	+	642612	643540	YNR009W	NRM1
14	+	643692	644308	YNR010W	CSE2
14	+	647340	648980	YNR012W	URK1
14	+	652428	653156	YNR014W	YNR014W
14	+	653364	654588	YNR015W	SMM1
14	+	662308	663772	YNR017W	TIM23
14	+	664228	665060	YNR018W	YNR018W
14	+	665300	667292	YNR019W	ARE2
14	+	668332	669804	YNR021W	YNR021W
14	+	670364	672204	YNR023W	SNF12
14	+	672388	673100	YNR024W	YNR024W
14	+	674868	676028	YNR027W	BUD17
14	+	676108	677196	YNR028W	CPR8
14	+	678724	680612	YNR030W	ALG12
14	+	685892	687244	YNR032W	PPG1
14	+	687636	689980	YNR033W	ABZ1
14	+	690220	691556	YNR034W	SOL1
14	+	692308	692908	YNR034W-A	YNR034W-A
14	+	695588	697516	YNR038W	DBP6
14	+	699684	700468	YNR040W	YNR040W
14	+	701852	703244	YNR043W	MVD1
14	+	703356	705916	YNR044W	AGA1
14	+	706108	707644	YNR045W	PET494
14	+	707756	708348	YNR046W	TRM112
14	+	708468	711332	YNR047W	YNR047W
14	+	711596	712996	YNR048W	YNR048W
14	+	734012	735804	YNR058W	BIO3
14	+	736716	738724	YNR059W	MNT4
14	+	746884	749708	YNR063W	YNR063W
14	+	769036	770060	YNR070W	YNR070W
14	+	779124	781267	YNR075W	COS10
15	+	5929	8249	YOL164W	BDS1
15	+	34401	35425	YOL154W	ZPS1
15	+	40705	42690	YOL152W	FRE7
15	+	43674	44706	YOL151W	GRE2
15	+	44914	45658	YOL149W	DCP1
15	+	48858	49458	YOL146W	PSF3
15	+	53058	54538	YOL144W	NOP8
15	+	55538	56338	YOL142W	RRP40
15	+	56426	58690	YOL141W	PPM2
15	+	58690	60130	YOL140W	ARG8
15	+	65554	67242	YOL137W	BSC6
15	+	70282	71090	YOL133W	HRT1
15	+	72418	72690	YOL132W	GAS4
15	+	74122	77274	YOL130W	ALR1
15	+	77522	78226	YOL129W	VPS68
15	+	80322	81274	YOL127W	RPL25
15	+	83498	85266	YOL125W	TRM13
15	+	87466	89554	YOL123W	HRP1
15	+	97514	99690	YOL117W	RRI2
15	+	99690	101114	YOL116W	MSN1
15	+	101418	103226	YOL115W	PAP2
15	+	104154	106290	YOL113W	SKM1
15	+	106538	108226	YOL112W	MSB4
15	+	109114	109986	YOL110W	SHR5
15	+	110218	110839	YOL109W	ZEO1
15	+	112042	113146	YOL107W	YOL107W
15	+	123802	125946	YOL103W	ITR2
15	+	128994	132514	YOL100W	PKH2
15	+	136034	136442	YOL097W-A	YOL097W-A
15	+	142786	143802	YOL093W	TRM10
15	+	144178	145170	YOL092W	YOL092W
15	+	147346	150306	YOL090W	MSH2
15	+	159130	159442	YOL086W-A	YOL086W-A
15	+	162154	165298	YOL084W	PHM7
15	+	165610	166850	YOL083W	YOL083W
15	+	168434	170082	YOL082W	ATG19
15	+	170786	180514	YOL081W	IRA2
15	+	181658	185242	YOL078W	AVO1
15	+	185402	185786	YOL077W-A	ATP19
15	+	186978	189522	YOL076W	MDM20
15	+	194962	196394	YOL072W	THP1
15	+	196522	197178	YOL071W	EMI5
15	+	198906	200370	YOL069W	NUF2
15	+	212194	213898	YOL061W	PRS5
15	+	217130	218714	YOL059W	GPD2
15	+	219146	220602	YOL058W	ARG1
15	+	220730	223018	YOL057W	YOL057W
15	+	223186	224330	YOL056W	GPM3
15	+	228546	229978	YOL054W	PSH1
15	+	230162	231426	YOL053W	YOL053W
15	+	234762	238402	YOL051W	GAL11
15	+	238562	240210	YOL049W	GSH2
15	+	243042	246882	YOL045W	PSK2
15	+	247090	248266	YOL044W	PEX15
15	+	249762	251186	YOL042W	NGL1
15	+	254098	254866	YOL039W	RPP2A
15	+	255290	256178	YOL038W	PRE6
15	+	256354	259162	YOL036W	YOL036W
15	+	259898	263258	YOL034W	SMC5
15	+	263418	265138	YOL033W	MSE1
15	+	265346	266194	YOL032W	OPI10
15	+	268138	269834	YOL030W	GAS5
15	+	274906	276930	YOL025W	LAG2
15	+	278042	280178	YOL023W	IFM1
15	+	286042	288058	YOL020W	TAT2
15	+	288466	288634	YOL019W-A	YOL019W-A
15	+	288762	290738	YOL019W	YOL019W
15	+	292442	294730	YOL017W	ESC8
15	+	296426	298826	YOL015W	IRC10
15	+	299490	300282	YOL014W	YOL014W
15	+	301098	301330	YOL013W-A, tP(UGG)O1	YOL013W-A, tP(UGG)O1
15	+	304594	307682	YOL011W	PLB3
15	+	307890	309130	YOL010W	RCL1
15	+	310282	311090	YOL008W	COQ10
15	+	316730	321594	YOL004W	SIN3
15	+	324418	326234	YOL001W	PHO80
15	+	326802	329146	YOR001W	RRP6
15	+	329362	331386	YOR002W	ALG6
15	+	331386	333066	YOR003W	YSP3
15	+	333538	334506	YOR004W	UTP23
15	+	349690	353986	YOR011W	AUS1
15	+	355818	356354	YOR011W-A	YOR011W-A
15	+	361346	363898	YOR017W	PET127
15	+	364306	366994	YOR018W	ROD1
15	+	367842	370418	YOR019W	YOR019W
15	+	371170	372137	YOR020W-A	YOR020W-A
15	+	378194	379642	YOR025W	HST3
15	+	379642	380754	YOR026W	BUB3
15	+	380986	382882	YOR027W	STI1
15	+	386738	389538	YOR030W, YOR031W	DFG16, CRS5
15	+	389538	392266	YOR032W-A	YOR032W-A
15	+	400346	401234	YOR036W	PEP12
15	+	401546	402682	YOR037W	CYC2
15	+	405610	406794	YOR039W	CKB2
15	+	407034	407890	YOR040W	GLO4
15	+	408378	409786	YOR042W	CUE5
15	+	410290	412450	YOR043W	WHI2
15	+	412706	413626	YOR044W	IRC23
15	+	413802	414378	YOR045W	TOM6
15	+	432122	433442	YOR057W	SGT1
15	+	441386	442746	YOR061W	CKA2
15	+	444650	445970	YOR063W	RPL3
15	+	447098	448802	YOR065W	CYT1
15	+	449314	451442	YOR066W	MSA1
15	+	453698	455922	YOR069W	VPS5
15	+	464706	466570	YOR073W	SGO1
15	+	468170	469250	YOR075W	UFE1
15	+	471866	472674	YOR077W	RTS2
15	+	472674	473410	YOR078W	BUD21
15	+	474586	476818	YOR080W	DIA2
15	+	479437	480554	YOR083W	WHI5
15	+	480554	481842	YOR084W	YOR084W
15	+	481978	483194	YOR085W	OST3
15	+	487642	489826	YOR087W	YVC1
15	+	493098	494650	YOR091W	TMA46
15	+	494770	497154	YOR092W	ECM3
15	+	502698	503498	YOR094W	ARF3
15	+	505738	506866	YOR096W	RPS7A
15	+	511642	513178	YOR099W	KTR1
15	+	517458	518970	YOR104W, YOR105W	PIN2, YOR105W
15	+	519042	520018	YOR106W	VAM3
15	+	521090	522594	YOR107W	RGS2
15	+	522938	524986	YOR108W	LEU9
15	+	525138	528698	YOR109W	INP53
15	+	528802	530282	YOR110W	TFC7
15	+	530394	531354	YOR111W	YOR111W
15	+	531442	533874	YOR112W	CEX1
15	+	533970	537050	YOR113W	AZF1
15	+	537386	538674	YOR114W	YOR114W
15	+	544954	546466	YOR117W	RPT5
15	+	546666	548658	YOR118W	YOR118W
15	+	551050	552162	YOR120W	GCY1
15	+	560914	564418	YOR127W	RGA1
15	+	573106	574794	YOR132W	VPS17
15	+	575018	577810	YOR133W	EFT1
15	+	578410	579946	YOR134W	BAG7
15	+	580146	581626	YOR136W	IDH2
15	+	586658	589730	YOR140W	SFL1
15	+	592842	594258	YOR142W	LSC1
15	+	606562	608586	YOR147W	MDM32
15	+	611962	612578	YOR150W	MRPL23
15	+	619650	624490	YOR153W	PDR5
15	+	624674	626610	YOR154W	SLP1
15	+	632146	633234	YOR158W	PET123
15	+	633762	636850	YOR160W	MTR10
15	+	642698	643362	YOR163W	DDP1
15	+	644530	647026	YOR165W	SEY1
15	+	649282	651834	YOR168W	GLN4
15	+	654162	656730	YOR172W	YRM1
15	+	657058	658378	YOR173W	DCS2
15	+	658626	659722	YOR174W	MED4
15	+	662170	663658	YOR176W	HEM15
15	+	675458	677930	YOR181W	LAS17
15	+	682386	683618	YOR186W	YOR186W
15	+	683914	685530	YOR187W	TUF1
15	+	685618	689306	YOR188W	MSB1
15	+	689602	690162	YOR189W	IES4
15	+	692386	698114	YOR191W	RIS1
15	+	710322	711570	YOR193W	PEX27
15	+	712810	715546	YOR195W	SLK19
15	+	717066	718538	YOR197W	MCA1
15	+	721922	722762	YOR202W, YOR203W	HIS3, YOR203W
15	+	722818	725418	YOR203W, YOR204W	YOR203W, DED1
15	+	727490	729906	YOR206W	NOC2
15	+	733714	736250	YOR208W	PTP2
15	+	738274	738858	YOR210W	RPB10
15	+	742698	744306	YOR212W	STE4
15	+	749202	752066	YOR217W	RFC1
15	+	755290	756298	YOR220W	RCN2
15	+	757842	759282	YOR222W	ODC2
15	+	759754	760738	YOR223W	YOR223W
15	+	762586	766634	YOR227W	YOR227W
15	+	768314	770370	YOR229W	WTM2
15	+	770666	772242	YOR230W	WTM1
15	+	772466	774306	YOR231W	MKK1
15	+	774458	775322	YOR232W	MGE1
15	+	775650	778242	YOR233W	KIN4
15	+	780890	781602	YOR236W	DFR1
15	+	781802	783282	YOR237W	HES1
15	+	783610	784658	YOR238W	YOR238W
15	+	784802	786914	YOR239W	ABP140
15	+	787074	788898	YOR241W	MET7
15	+	792474	794018	YOR244W	ESA1
15	+	797434	798618	YOR247W, YOR248W	SRL1, YOR248W
15	+	803634	804291	YOR252W	TMA16
15	+	804355	805019	YOR253W	NAT5
15	+	810979	811563	YOR257W	CDC31
15	+	811659	812379	YOR258W	HNT3
15	+	813939	815795	YOR260W	GCD1
15	+	817243	818363	YOR262W	YOR262W
15	+	818595	820323	YOR264W	DSE3
15	+	820427	820923	YOR265W	RBL2
15	+	820923	822315	YOR266W	PNT1
15	+	826291	828019	YOR269W	PAC1
15	+	832755	834299	YOR272W	YTM1
15	+	837027	839131	YOR274W	MOD5
15	+	841283	841859	YOR276W	CAF20
15	+	842715	843739	YOR278W	HEM4
15	+	847355	848331	YOR283W	YOR283W
15	+	848427	849515	YOR284W	HUA2
15	+	849627	850163	YOR285W	YOR285W
15	+	850251	850939	YOR286W	FMP31
15	+	853363	854115	YOR289W	YOR289W
15	+	860883	865603	YOR291W	YOR291W
15	+	867043	867995	YOR293W	RPS10A
15	+	868299	869035	YOR294W	RRS1
15	+	869147	870123	YOR295W	UAF30
15	+	870123	874227	YOR296W	YOR296W
15	+	878315	880739	YOR299W, YOR300W	BUD7, YOR300W
15	+	880947	882579	YOR301W	RAX1
15	+	882667	884131	YOR302W, YOR303W	YOR302W, CPA1
15	+	884363	887971	YOR304W	ISW2
15	+	888939	889795	YOR305W	YOR305W
15	+	904619	906171	YOR315W	SFG1
15	+	909259	911635	YOR317W	FAA1
15	+	912531	913931	YOR319W	HSH49
15	+	915963	918323	YOR321W	PMT3
15	+	925523	930763	YOR326W	MYO2
15	+	931635	936659	YOR328W	PDR10
15	+	943619	944395	YOR332W	VMA4
15	+	944579	946011	YOR334W	MRS2
15	+	949739	953859	YOR336W	KRE5
15	+	954307	956747	YOR337W	TEA1
15	+	956747	958147	YOR338W	YOR338W
15	+	960867	966187	YOR341W	RPA190
15	+	981651	984899	YOR346W	REV1
15	+	989691	992843	YOR349W	CIN1
15	+	997115	998275	YOR352W	YOR352W
15	+	1004611	1006875	YOR355W	GDS1
15	+	1007155	1009227	YOR356W	YOR356W
15	+	1009979	1011059	YOR358W	HAP5
15	+	1011059	1012987	YOR359W	VTS1
15	+	1025995	1026675	YOR367W	SCP1
15	+	1026811	1028075	YOR368W	RAD17
15	+	1036771	1039403	YOR373W	NUD1
15	+	1039787	1041539	YOR374W	ALD4
15	+	1049515	1051115	YOR378W	YOR378W
15	+	1051115	1052995	YOR380W	RDR1
15	+	1054307	1057755	YOR381W	FRE3
15	+	1059219	1060115	YOR382W	FIT2
15	+	1061443	1064603	YOR384W	FRE5
15	+	1065019	1066355	YOR385W	YOR385W
15	+	1066819	1069619	YOR386W	PHR1
16	+	22881	24785	YPL274W	SAM3
16	+	24961	26121	YPL273W	SAM4
16	+	30049	30385	YPL271W	ATP15
16	+	30385	32897	YPL270W	MDL2
16	+	33017	35001	YPL269W	KAR9
16	+	35193	37873	YPL268W	PLC1
16	+	38161	38769	YPL267W	ACM1
16	+	39041	40177	YPL266W	DIM1
16	+	40929	43145	YPL265W	DIP5
16	+	47153	48857	YPL262W	FUM1
16	+	49217	51097	YPL260W	YPL260W
16	+	63225	64793	YPL257W	YPL257W
16	+	67657	69089	YPL255W	BBP1
16	+	69249	71089	YPL254W	HFI1
16	+	85537	87089	YPL245W	YPL245W
16	+	88417	90393	YPL243W	SRP68
16	+	99001	100265	YPL239W	YAR1
16	+	100441	101393	YPL237W	SUI3
16	+	103129	104777	YPL235W	RVB2
16	+	105633	107113	YPL233W	NSL1
16	+	107113	108217	YPL232W	SSO1
16	+	108585	114369	YPL231W	FAS2
16	+	115057	116585	YPL230W	YPL230W
16	+	117041	117961	YPL229W	YPL229W
16	+	118249	120161	YPL228W	CET1
16	+	121737	125593	YPL226W	NEW1
16	+	125969	126521	YPL225W	YPL225W
16	+	130041	132313	YPL222W	FMP40
16	+	132809	135593	YPL221W	FLC1
16	+	135753	136545	YPL220W	RPL1A
16	+	136721	138145	YPL219W	PCL8
16	+	138633	139529	YPL218W	SAR1
16	+	143409	147161	YPL216W	YPL216W
16	+	147393	148593	YPL215W	CBP3
16	+	150569	151617	YPL213W	LEA1
16	+	153449	154265	YPL211W	NIP7
16	+	157817	159633	YPL208W	RKM1
16	+	159849	162417	YPL207W	TYW1
16	+	164081	165873	YPL204W	HRR25
16	+	166057	167641	YPL203W	TPK2
16	+	171233	173025	YPL200W	CSM4
16	+	173113	174793	YPL198W, snR59	RPL7B, SNR59
16	+	174977	175905	YPL196W	OXR1
16	+	176185	179145	YPL195W	APL5
16	+	179289	181249	YPL194W	DDC1
16	+	181369	182953	YPL193W	RSA1
16	+	188129	190961	YPL189W	GUP2
16	+	191401	192857	YPL188W	POS5
16	+	193681	194145	YPL187W	MF(ALPHA)1
16	+	198993	199521	YPL183W-A	YPL183W-A
16	+	203185	205041	YPL181W	CTI6
16	+	205241	207865	YPL180W	TCO89
16	+	208001	209985	YPL179W	PPQ1
16	+	212105	212881	YPL178W	CBC2
16	+	218521	220097	YPL175W	SPT14
16	+	223097	224201	YPL173W	MRPL40
16	+	228217	228889	YPL170W	DAP1
16	+	231073	232513	YPL168W	YPL168W
16	+	237313	239153	YPL166W	ATG29
16	+	246921	250425	YPL160W	CDC60
16	+	254689	256689	YPL157W	TGS1
16	+	267785	270945	YPL150W	YPL150W
16	+	271249	272265	YPL149W	ATG5
16	+	273225	275849	YPL147W	PXA1
16	+	280441	280993	YPL144W	POC4
16	+	282065	283113	YPL143W	RPL33A
16	+	297457	298425	YPL135W	ISU1
16	+	301553	302721	YPL132W	COX11
16	+	303073	304113	YPL131W	RPL5
16	+	305225	306257	YPL129W	TAF14
16	+	310169	313001	YPL126W	NAN1
16	+	313241	316545	YPL125W	KAP120
16	+	316721	317513	YPL124W	SPC29
16	+	322049	323745	YPL120W	VPS30
16	+	326537	327689	YPL118W	MRP51
16	+	329393	331745	YPL116W	HOS3
16	+	339905	341057	YPL111W	CAR1
16	+	348467	350011	YPL108W, YPL107W	YPL108W, YPL107W
16	+	355659	357731	YPL104W	MSD1
16	+	360171	361659	YPL101W	ELP4
16	+	361811	363315	YPL100W	ATG21
16	+	364939	366459	YPL097W	MSY1
16	+	366907	368027	YPL096W	PNG1
16	+	370899	373171	YPL093W	NOG1
16	+	373643	375251	YPL092W	SSU1
16	+	375451	377091	YPL091W	GLR1
16	+	381307	383027	YPL088W	YPL088W
16	+	383323	384539	YPL087W	YDC1
16	+	386883	393619	YPL085W	SEC16
16	+	393987	396699	YPL084W	BRO1
16	+	404907	406219	YPL081W	RPS9A
16	+	406603	407643	YPL079W	RPL21B
16	+	410307	412067	YPL076W	GPI2
16	+	412155	415427	YPL075W	GCR1
16	+	415723	418067	YPL074W	YTA6
16	+	418323	420051	YPL072W	UBP16
16	+	420731	422963	YPL070W	MUK1
16	+	425819	427699	YPL066W	YPL066W
16	+	427883	428699	YPL065W	VPS28
16	+	429811	431579	YPL063W	TIM50
16	+	432539	434155	YPL061W	ALD6
16	+	434267	435779	YPL060W	LPE10
16	+	444523	445211	YPL059W	GRX5
16	+	455611	457019	YPL054W	LEE1
16	+	458731	459731	YPL052W	OAZ1
16	+	459931	460579	YPL051W	ARL3
16	+	464307	465739	YPL048W	CAM1
16	+	465883	466675	YPL047W	SGF11
16	+	467163	469803	YPL045W	VPS16
16	+	469891	472067	YPL043W	NOP4
16	+	479163	480307	YPL039W, YPL038W-A	YPL039W, YPL038W-A
16	+	480499	481131	YPL038W	MET31
16	+	482275	486219	YPL036W	PMA2
16	+	486387	487355	YPL034W	YPL034W
16	+	493483	495243	YPL030W	TRM44
16	+	495475	497715	YPL029W	SUV3
16	+	497923	499363	YPL028W	ERG10
16	+	503051	504347	YPL024W	RMI1
16	+	506611	510211	YPL022W	RAD1
16	+	517251	519899	YPL018W	CTF19
16	+	520627	525003	YPL016W	SWI1
16	+	527523	528915	YPL014W	YPL014W
16	+	529611	533531	YPL012W	RRP12
16	+	534947	535763	YPL010W	RET3
16	+	539139	542051	YPL008W	CHL1
16	+	544595	548147	YPL006W	NCR1
16	+	548491	550363	YPL005W	AEP3
16	+	551995	553395	YPL003W	ULA1
16	+	554587	555723	YPL001W	HAT1
16	+	556339	557979	YPR001W	CIT3
16	+	558371	560131	YPR002W	PDH1
16	+	572459	575203	YPR008W	HAA1
16	+	576459	577427	YPR009W	SUT2
16	+	594355	596379	YPR018W	RLF2
16	+	596667	599691	YPR019W	CDC54
16	+	599827	600339	YPR020W	ATP20
16	+	610307	613211	YPR024W	YME1
16	+	614795	619099	YPR026W	ATH1
16	+	622987	624339	YPR028W	YOP1
16	+	627843	631339	YPR030W	CSR2
16	+	631483	633859	YPR031W	NTO1
16	+	634067	637243	YPR032W	SRO7
16	+	639363	641203	YPR034W	ARP7
16	+	641763	643491	YPR035W	GLN1
16	+	643787	645355	YPR036W	VMA13
16	+	645875	646443	YPR036W-A	YPR036W-A
16	+	647283	648435	YPR039W, YPR040W	YPR039W, TIP41
16	+	648579	650091	YPR041W	TIF5
16	+	654099	654987	YPR043W	RPL43A
16	+	656763	657403	YPR046W	MCM16
16	+	657467	658995	YPR047W	MSF1
16	+	659163	661035	YPR048W	TAH18
16	+	664915	665611	YPR051W	MAK3
16	+	667635	670931	YPR055W	SEC8
16	+	671091	672331	YPR056W	TFB4
16	+	672467	673531	YPR057W	BRR1
16	+	673667	674803	YPR058W	YMC1
16	+	677131	677747	YPR062W	FCY1
16	+	679539	681067	YPR065W	ROX1
16	+	681171	682123	YPR066W	UBA3
16	+	682179	682875	YPR067W	ISA2
16	+	685755	687939	YPR070W	MED1
16	+	688155	689259	YPR071W	YPR071W
16	+	690003	691859	YPR072W	NOT5
16	+	698779	700107	YPR079W	MRL1
16	+	700555	702099	YPR080W	TEF1
16	+	704819	706707	YPR083W	MDM36
16	+	706867	708435	YPR084W	YPR084W
16	+	710051	711307	YPR086W	SUA7
16	+	713235	716083	YPR089W	YPR089W
16	+	720603	721011	YPR094W	RDS3
16	+	725163	728739	YPR097W	YPR097W
16	+	729755	730283	YPR100W	MRPL51
16	+	730475	731171	YPR101W	SNT309
16	+	732243	733419	YPR103W	PRE2
16	+	740011	741435	YPR106W	ISR1
16	+	742339	743955	YPR108W	RPN7
16	+	744491	745627	YPR109W	YPR109W
16	+	747259	749115	YPR111W	DBF20
16	+	752219	753051	YPR113W	PIS1
16	+	753235	754347	YPR114W	YPR114W
16	+	754683	758299	YPR115W	YPR115W
16	+	758635	767523	YPR116W, YPR117W	YPR116W, YPR117W
16	+	767707	768995	YPR118W	MRI1
16	+	771259	773531	YPR119W	CLB2
16	+	784379	785795	YPR122W	AXL1
16	+	786035	787643	YPR124W	CTR1
16	+	787859	789451	YPR125W	YLH47
16	+	789907	791275	YPR127W	YPR127W
16	+	792659	793811	YPR129W	SCD6
16	+	794931	795939	YPR132W	RPS23B
16	+	797499	797851	YPR133W-A	TOM5
16	+	798027	798915	YPR134W	MSS18
16	+	799179	802043	YPR135W	CTF4
16	+	802283	804227	YPR137W	RRP9
16	+	814283	815571	YPR140W	TAZ1
16	+	818283	819243	YPR143W	RRP15
16	+	822483	824451	YPR145W	ASN1
16	+	829731	830803	YPR149W	NCE102
16	+	833651	834523	YPR153W	YPR153W
16	+	834523	835483	YPR154W	PIN3
16	+	841211	842715	YPR157W	YPR157W
16	+	843195	844123	YPR158W	YPR158W
16	+	857283	860003	YPR159W	KRE6
16	+	861147	864067	YPR160W, YPR160W-A	GPH1, YPR160W-A
16	+	870659	875139	YPR164W	MMS1
16	+	875139	876235	YPR165W	RHO1
16	+	877899	878547	YPR168W	NUT2
16	+	878547	880147	YPR169W	JIP5
16	+	883715	885547	YPR171W	BSP1
16	+	885763	886403	YPR172W	YPR172W
16	+	888947	891075	YPR175W	DPB2
16	+	892299	893771	YPR178W	PRP4
16	+	895947	897067	YPR180W	AOS1
16	+	900123	900523	YPR182W	SMX3
16	+	900715	901643	YPR183W	DPM1
16	+	901643	906771	YPR184W	GDB1
